applicant_id,credit_amount,age,sex,marital_status,previous_delay,job,employment,savings_status,housing,residence_since,property_magnitude,num_dependents,own_telephone,foreign_worker,checking_status,duration,credit_history,purpose,installment_commitment,other_parties,other_payment_plans,existing_credits,class
698,926,38,female,div/sep/mar/wid,TRUE,unemp/unskilled non res,unemployed,<100,own,2,life insurance,1,none,yes,no checking,12,critical/other existing credit,new car,1,none,none,1,good
699,1800,24,male,single,TRUE,skilled,1<=X<4,<100,own,2,car,1,none,yes,no checking,18,critical/other existing credit,radio/tv,4,none,none,2,good
700,1905,40,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,rent,4,car,1,yes,yes,>=200,15,existing paid,education,4,none,none,1,good
701,1123,29,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,500<=X<1000,rent,4,car,1,none,yes,no checking,12,existing paid,furniture/equipment,4,none,none,1,bad
702,6331,46,male,single,TRUE,skilled,>=7,<100,for free,4,no known property,1,yes,yes,<0,48,critical/other existing credit,used car,4,none,none,2,bad
703,1377,47,female,div/sep/mar/wid,FALSE,skilled,>=7,100<=X<500,for free,2,no known property,1,yes,yes,>=200,24,existing paid,radio/tv,4,none,none,1,good
704,2503,41,male,single,TRUE,skilled,>=7,100<=X<500,own,2,life insurance,1,none,yes,0<=X<200,30,delayed previously,business,4,none,stores,2,good
705,2528,32,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,life insurance,2,yes,yes,0<=X<200,27,existing paid,business,4,none,none,1,good
706,5324,35,female,div/sep/mar/wid,FALSE,skilled,>=7,500<=X<1000,for free,4,no known property,1,none,yes,no checking,15,existing paid,new car,1,none,none,1,good
707,6560,24,male,single,FALSE,skilled,4<=X<7,100<=X<500,own,2,life insurance,1,none,yes,0<=X<200,48,existing paid,new car,3,none,none,1,bad
708,2969,25,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,3,life insurance,1,none,yes,0<=X<200,12,no credits/all paid,furniture/equipment,4,none,none,2,bad
709,1206,25,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,own,4,real estate,1,none,yes,0<=X<200,9,existing paid,radio/tv,4,none,none,1,good
710,2118,37,male,single,FALSE,unskilled resident,1<=X<4,<100,own,2,real estate,2,none,yes,0<=X<200,9,existing paid,radio/tv,2,none,none,1,good
711,629,32,male,single,TRUE,high qualif/self emp/mgmt,>=7,500<=X<1000,own,3,life insurance,1,yes,yes,no checking,18,critical/other existing credit,radio/tv,4,none,bank,2,good
712,1198,35,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,for free,4,no known property,1,none,yes,<0,6,all paid,education,4,none,none,1,bad
713,2476,46,male,single,FALSE,high qualif/self emp/mgmt,>=7,no known savings,own,4,real estate,1,yes,yes,no checking,21,existing paid,used car,4,none,none,1,good
714,1138,25,male,single,TRUE,unskilled resident,1<=X<4,<100,own,4,real estate,1,none,yes,<0,9,critical/other existing credit,radio/tv,4,none,none,2,good
715,14027,27,male,single,FALSE,high qualif/self emp/mgmt,4<=X<7,<100,own,2,no known property,1,yes,yes,0<=X<200,60,existing paid,new car,4,none,none,1,bad
716,7596,63,male,single,TRUE,skilled,>=7,no known savings,own,4,car,1,none,yes,no checking,30,critical/other existing credit,used car,1,none,none,2,good
717,3077,40,male,single,TRUE,skilled,>=7,no known savings,own,2,car,2,yes,yes,no checking,30,critical/other existing credit,radio/tv,3,none,none,2,good
718,1505,32,male,single,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,for free,2,no known property,1,yes,yes,no checking,18,existing paid,radio/tv,4,none,none,1,good
719,3148,31,male,single,TRUE,skilled,1<=X<4,no known savings,own,2,car,1,yes,yes,>=200,24,critical/other existing credit,radio/tv,3,none,none,2,good
720,6148,31,male,div/sep/mar/wid,FALSE,skilled,>=7,100<=X<500,own,4,car,1,yes,yes,0<=X<200,20,no credits/all paid,used car,3,none,bank,2,good
721,1337,34,male,single,FALSE,high qualif/self emp/mgmt,<1,<100,own,2,car,1,yes,yes,>=200,9,no credits/all paid,radio/tv,4,none,none,2,bad
722,433,24,female,div/sep/mar/wid,FALSE,skilled,<1,>=1000,rent,2,life insurance,2,none,yes,0<=X<200,6,all paid,education,4,none,bank,1,bad
723,1228,24,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,<100,own,2,real estate,1,none,yes,<0,12,existing paid,new car,4,none,none,1,bad
724,790,66,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,500<=X<1000,own,3,real estate,1,none,yes,0<=X<200,9,existing paid,radio/tv,4,none,none,1,good
725,2570,21,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,3,real estate,1,none,yes,no checking,27,existing paid,new car,3,none,none,1,bad
726,250,41,female,div/sep/mar/wid,TRUE,unskilled resident,1<=X<4,>=1000,own,2,real estate,1,none,yes,no checking,6,critical/other existing credit,new car,2,none,bank,2,good
727,1316,47,male,div/sep/mar/wid,TRUE,unskilled resident,1<=X<4,500<=X<1000,own,2,life insurance,1,none,yes,no checking,15,critical/other existing credit,radio/tv,2,none,none,2,good
728,1882,25,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,4,car,1,none,yes,<0,18,existing paid,radio/tv,4,none,bank,2,bad
729,6416,59,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,rent,3,no known property,1,none,yes,0<=X<200,48,all paid,business,4,none,none,1,bad
730,1275,36,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,>=1000,own,4,real estate,1,yes,yes,>=200,24,critical/other existing credit,business,2,none,none,2,good
731,6403,33,male,single,TRUE,skilled,<1,<100,own,2,car,1,none,yes,0<=X<200,24,delayed previously,radio/tv,1,none,none,1,good
732,1987,21,male,single,FALSE,unskilled resident,1<=X<4,<100,rent,4,real estate,2,none,yes,<0,24,existing paid,radio/tv,2,none,none,1,bad
733,760,44,female,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,<100,own,2,real estate,1,none,yes,0<=X<200,8,existing paid,radio/tv,4,guarantor,none,1,good
734,2603,28,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,>=1000,rent,4,car,1,yes,yes,no checking,24,existing paid,used car,2,none,none,1,good
735,3380,37,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,1,real estate,2,none,yes,no checking,4,critical/other existing credit,new car,1,none,none,1,good
736,3990,29,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,<1,no known savings,own,2,no known property,1,none,yes,0<=X<200,36,all paid,domestic appliance,3,none,bank,1,good
737,11560,23,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,rent,4,car,1,none,yes,0<=X<200,24,existing paid,used car,1,none,none,2,bad
738,4380,35,male,single,FALSE,unskilled resident,1<=X<4,100<=X<500,own,4,car,2,yes,yes,<0,18,existing paid,new car,3,none,none,1,good
739,6761,45,male,single,TRUE,high qualif/self emp/mgmt,4<=X<7,<100,own,3,no known property,2,yes,yes,no checking,6,critical/other existing credit,new car,1,none,none,2,good
740,4280,26,female,div/sep/mar/wid,FALSE,unskilled resident,1<=X<4,100<=X<500,rent,4,car,1,none,yes,0<=X<200,30,no credits/all paid,business,4,none,none,2,bad
741,2325,32,male,single,FALSE,skilled,4<=X<7,100<=X<500,own,3,car,1,none,yes,<0,24,all paid,new car,2,none,bank,1,good
742,1048,23,male,single,FALSE,unskilled resident,1<=X<4,<100,own,4,real estate,1,none,yes,0<=X<200,10,all paid,radio/tv,4,none,stores,1,good
743,3160,41,male,single,FALSE,skilled,>=7,no known savings,own,3,life insurance,1,yes,yes,no checking,21,existing paid,radio/tv,4,none,none,1,good
744,2483,22,male,single,FALSE,skilled,1<=X<4,500<=X<1000,own,4,real estate,1,yes,yes,<0,24,all paid,furniture/equipment,4,none,stores,1,good
745,14179,30,male,single,TRUE,high qualif/self emp/mgmt,4<=X<7,no known savings,own,4,life insurance,1,yes,yes,<0,39,critical/other existing credit,furniture/equipment,4,none,none,2,good
746,1797,28,male,single,TRUE,unskilled resident,<1,<100,own,1,life insurance,1,none,yes,<0,13,critical/other existing credit,business,3,none,bank,2,good
747,2511,23,female,div/sep/mar/wid,FALSE,skilled,unemployed,<100,rent,4,car,1,none,yes,<0,15,existing paid,new car,1,none,none,1,good
748,1274,37,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,1,real estate,1,none,yes,<0,12,existing paid,new car,3,none,none,1,bad
749,5248,26,male,single,FALSE,skilled,1<=X<4,no known savings,own,3,car,1,none,yes,no checking,21,existing paid,used car,1,none,none,1,good
750,3029,33,male,single,FALSE,skilled,4<=X<7,<100,own,2,car,1,none,yes,no checking,15,existing paid,used car,2,none,none,1,good
751,428,49,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,own,1,life insurance,1,yes,yes,<0,6,existing paid,furniture/equipment,2,none,bank,1,good
752,976,23,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,2,car,1,none,yes,<0,18,existing paid,new car,1,none,none,1,bad
753,841,23,female,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,100<=X<500,rent,4,real estate,1,none,yes,0<=X<200,12,existing paid,business,2,none,none,1,good
754,5771,25,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,2,car,1,none,yes,no checking,30,critical/other existing credit,radio/tv,4,none,none,2,good
755,1555,55,male,single,TRUE,skilled,>=7,>=1000,for free,4,no known property,2,none,yes,no checking,12,delayed previously,repairs,4,none,none,2,bad
756,1285,32,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,no known savings,rent,4,no known property,1,none,yes,<0,24,existing paid,new car,4,none,none,1,bad
757,1299,74,male,single,TRUE,unemp/unskilled non res,1<=X<4,<100,own,1,real estate,2,none,no,>=200,6,critical/other existing credit,new car,1,none,none,3,good
758,1271,39,male,single,TRUE,skilled,1<=X<4,no known savings,for free,4,no known property,1,yes,yes,>=200,15,critical/other existing credit,radio/tv,3,none,none,2,bad
759,1393,31,male,single,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,yes,yes,no checking,24,existing paid,new car,2,guarantor,none,1,good
760,691,35,male,single,TRUE,skilled,>=7,<100,own,3,life insurance,1,none,yes,<0,12,critical/other existing credit,new car,4,none,none,2,bad
761,5045,59,female,div/sep/mar/wid,TRUE,skilled,>=7,no known savings,own,4,car,1,yes,yes,no checking,15,critical/other existing credit,new car,1,none,none,1,good
762,2124,24,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,rent,4,real estate,1,none,yes,<0,18,critical/other existing credit,furniture/equipment,4,none,none,2,bad
763,2214,24,male,single,FALSE,unskilled resident,1<=X<4,<100,own,3,life insurance,1,none,yes,<0,12,existing paid,radio/tv,4,none,none,1,good
764,12680,30,male,single,TRUE,high qualif/self emp/mgmt,>=7,no known savings,for free,4,no known property,1,yes,yes,no checking,21,critical/other existing credit,new car,4,none,none,1,bad
765,2463,27,male,div/sep/mar/wid,TRUE,skilled,4<=X<7,100<=X<500,own,3,life insurance,1,yes,yes,no checking,24,critical/other existing credit,new car,4,none,none,2,good
766,1155,40,male,div/sep/mar/wid,FALSE,unskilled resident,>=7,<100,own,3,real estate,1,none,yes,0<=X<200,12,existing paid,radio/tv,3,guarantor,bank,2,good
767,3108,31,male,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,4,life insurance,1,none,yes,<0,30,existing paid,furniture/equipment,2,none,none,1,bad
768,2901,31,female,div/sep/mar/wid,FALSE,skilled,<1,no known savings,rent,4,real estate,1,none,yes,no checking,10,existing paid,used car,1,none,none,1,good
769,3617,28,male,single,TRUE,skilled,>=7,<100,rent,4,car,1,yes,yes,0<=X<200,12,critical/other existing credit,furniture/equipment,1,none,none,3,good
770,1655,63,male,single,TRUE,unskilled resident,>=7,<100,own,4,real estate,1,yes,yes,no checking,12,critical/other existing credit,radio/tv,2,none,none,2,good
771,2812,26,female,div/sep/mar/wid,FALSE,skilled,>=7,no known savings,rent,4,real estate,1,none,yes,<0,24,existing paid,used car,2,none,none,1,good
772,8065,25,female,div/sep/mar/wid,TRUE,high qualif/self emp/mgmt,1<=X<4,<100,own,2,no known property,1,yes,yes,<0,36,critical/other existing credit,education,3,none,none,2,bad
773,3275,36,male,single,TRUE,high qualif/self emp/mgmt,>=7,<100,own,4,car,1,yes,yes,no checking,21,critical/other existing credit,used car,1,none,none,1,good
774,2223,52,male,single,TRUE,skilled,>=7,100<=X<500,own,4,life insurance,1,none,yes,no checking,24,critical/other existing credit,radio/tv,4,none,bank,2,good
775,1480,66,male,single,TRUE,unemp/unskilled non res,unemployed,500<=X<1000,for free,4,no known property,1,none,yes,>=200,12,critical/other existing credit,new car,2,none,bank,3,good
776,1371,25,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,rent,4,real estate,1,none,yes,<0,24,existing paid,new car,4,none,none,1,bad
777,3535,37,male,single,TRUE,skilled,4<=X<7,<100,own,4,car,1,yes,yes,no checking,36,critical/other existing credit,new car,4,none,none,2,good
778,3509,25,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,own,1,real estate,1,none,yes,<0,18,existing paid,radio/tv,4,guarantor,none,1,good
779,5711,38,male,single,TRUE,high qualif/self emp/mgmt,>=7,>=1000,own,2,car,1,yes,yes,no checking,36,critical/other existing credit,used car,4,none,none,2,good
780,3872,67,female,div/sep/mar/wid,FALSE,skilled,unemployed,<100,own,4,car,1,yes,yes,0<=X<200,18,existing paid,repairs,2,none,none,1,good
781,4933,25,male,single,TRUE,skilled,4<=X<7,<100,own,2,real estate,1,none,yes,0<=X<200,39,critical/other existing credit,radio/tv,2,guarantor,none,2,bad
782,1940,60,male,single,TRUE,skilled,>=7,>=1000,own,4,real estate,1,yes,yes,no checking,24,critical/other existing credit,new car,4,none,none,1,good
783,1410,31,male,single,FALSE,unskilled resident,1<=X<4,<100,own,2,real estate,1,yes,yes,0<=X<200,12,no credits/all paid,retraining,2,none,none,1,good
784,836,23,female,div/sep/mar/wid,FALSE,unskilled resident,<1,100<=X<500,own,2,life insurance,1,none,yes,0<=X<200,12,existing paid,new car,4,none,bank,1,bad
785,6468,60,male,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,no known savings,own,4,real estate,1,yes,yes,0<=X<200,20,existing paid,used car,1,none,none,1,good
786,1941,35,male,single,FALSE,unskilled resident,1<=X<4,>=1000,own,2,life insurance,1,yes,yes,0<=X<200,18,existing paid,business,4,none,none,1,good
787,2675,40,male,single,FALSE,skilled,>=7,500<=X<1000,own,4,car,1,none,yes,no checking,22,existing paid,radio/tv,3,none,none,1,good
788,2751,38,male,single,TRUE,skilled,>=7,no known savings,own,3,car,2,yes,yes,no checking,48,critical/other existing credit,used car,4,none,none,2,good
789,6224,50,male,single,TRUE,skilled,>=7,<100,for free,4,no known property,1,none,yes,0<=X<200,48,delayed previously,education,4,none,none,1,bad
790,5998,27,male,single,TRUE,skilled,1<=X<4,<100,own,3,no known property,1,yes,yes,<0,40,critical/other existing credit,education,4,none,bank,1,bad
791,1188,39,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,own,4,life insurance,2,none,yes,0<=X<200,21,existing paid,business,2,none,none,1,bad
792,6313,41,male,single,FALSE,high qualif/self emp/mgmt,>=7,no known savings,own,4,car,2,yes,yes,no checking,24,existing paid,used car,3,none,none,1,good
793,1221,27,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,no known savings,own,2,life insurance,1,none,yes,no checking,6,critical/other existing credit,furniture/equipment,1,none,none,2,good
794,2892,51,male,div/sep/mar/wid,FALSE,skilled,>=7,<100,for free,4,no known property,1,none,yes,>=200,24,existing paid,furniture/equipment,3,none,none,1,good
795,3062,32,male,single,FALSE,skilled,>=7,500<=X<1000,rent,3,no known property,1,yes,yes,no checking,24,existing paid,furniture/equipment,4,none,none,1,good
796,2301,22,female,div/sep/mar/wid,FALSE,skilled,<1,100<=X<500,rent,4,life insurance,1,none,yes,no checking,9,existing paid,furniture/equipment,2,none,none,1,good
797,7511,51,male,single,FALSE,skilled,>=7,no known savings,for free,4,life insurance,2,yes,yes,<0,18,existing paid,used car,1,none,none,1,bad
798,1258,22,female,div/sep/mar/wid,TRUE,unskilled resident,<1,<100,rent,4,life insurance,1,none,yes,no checking,12,critical/other existing credit,furniture/equipment,2,none,none,2,good
799,717,54,male,div/sep/mar/wid,TRUE,skilled,>=7,no known savings,own,4,car,1,yes,yes,no checking,24,delayed previously,new car,4,none,none,2,good
800,1549,35,male,single,FALSE,unemp/unskilled non res,<1,no known savings,own,2,real estate,1,none,yes,0<=X<200,9,existing paid,new car,4,none,none,1,good
801,1597,54,male,single,TRUE,skilled,>=7,<100,for free,4,no known property,2,none,yes,no checking,24,critical/other existing credit,education,4,none,none,2,good
802,1795,48,female,div/sep/mar/wid,TRUE,unskilled resident,>=7,<100,rent,4,real estate,1,yes,yes,0<=X<200,18,critical/other existing credit,radio/tv,3,guarantor,bank,2,good
803,4272,24,female,div/sep/mar/wid,TRUE,skilled,>=7,<100,own,4,life insurance,1,none,yes,<0,20,critical/other existing credit,furniture/equipment,1,none,none,2,good
804,976,35,male,single,TRUE,skilled,>=7,no known savings,own,4,car,1,none,yes,no checking,12,critical/other existing credit,radio/tv,4,none,none,2,good
805,7472,24,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,unemployed,no known savings,rent,2,real estate,1,none,yes,0<=X<200,12,existing paid,new car,1,none,none,1,good
806,9271,24,male,single,FALSE,skilled,4<=X<7,<100,own,1,car,1,yes,yes,<0,36,existing paid,new car,2,none,none,1,bad
807,590,26,male,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,3,real estate,1,none,no,0<=X<200,6,existing paid,radio/tv,3,none,none,1,good
808,930,65,male,single,TRUE,skilled,>=7,no known savings,own,4,real estate,1,none,yes,no checking,12,critical/other existing credit,radio/tv,4,none,none,4,good
809,9283,55,male,single,FALSE,high qualif/self emp/mgmt,unemployed,<100,for free,2,no known property,1,yes,yes,0<=X<200,42,all paid,used car,1,none,bank,1,good
810,1778,26,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,<1,<100,rent,1,real estate,1,none,yes,0<=X<200,15,no credits/all paid,new car,2,none,none,2,bad
811,907,26,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,2,real estate,1,yes,yes,0<=X<200,8,existing paid,business,3,none,none,1,good
812,484,28,male,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,<100,own,3,real estate,1,none,yes,0<=X<200,6,existing paid,radio/tv,3,guarantor,bank,1,good
813,9629,24,male,single,TRUE,skilled,4<=X<7,<100,own,4,car,1,yes,yes,<0,36,critical/other existing credit,used car,4,none,none,2,bad
814,3051,54,male,single,FALSE,skilled,1<=X<4,<100,own,4,car,1,none,yes,<0,48,existing paid,domestic appliance,3,none,none,1,bad
815,3931,46,male,single,FALSE,skilled,4<=X<7,<100,for free,4,no known property,2,none,yes,<0,48,existing paid,new car,4,none,none,1,bad
816,7432,54,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,rent,2,life insurance,1,none,yes,0<=X<200,36,delayed previously,new car,2,none,none,1,good
817,1338,62,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,500<=X<1000,own,4,real estate,1,none,yes,no checking,6,existing paid,domestic appliance,1,none,none,1,good
818,1554,24,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,rent,2,car,1,yes,yes,no checking,6,critical/other existing credit,radio/tv,1,none,none,2,good
819,15857,43,male,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,<100,own,3,car,1,none,yes,<0,36,existing paid,other,2,co applicant,none,1,good
820,1345,26,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,3,real estate,1,none,yes,<0,18,existing paid,radio/tv,4,none,bank,1,bad
821,1101,27,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,yes,yes,no checking,12,existing paid,new car,3,none,none,2,good
822,3016,24,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,1,car,1,none,yes,>=200,12,existing paid,radio/tv,3,none,none,1,good
823,2712,41,male,single,FALSE,skilled,>=7,<100,own,2,life insurance,2,none,yes,<0,36,existing paid,furniture/equipment,2,none,bank,1,bad
824,731,47,male,single,TRUE,unskilled resident,>=7,<100,own,4,real estate,1,none,yes,<0,8,critical/other existing credit,new car,4,none,none,2,good
825,3780,35,male,div/sep/mar/wid,TRUE,high qualif/self emp/mgmt,<1,<100,own,2,car,1,yes,yes,no checking,18,critical/other existing credit,furniture/equipment,3,none,none,2,good
826,1602,30,male,div/sep/mar/wid,TRUE,skilled,>=7,<100,own,3,car,1,yes,yes,<0,21,critical/other existing credit,new car,4,none,none,2,good
827,3966,33,female,div/sep/mar/wid,TRUE,skilled,>=7,<100,rent,4,real estate,1,yes,yes,<0,18,critical/other existing credit,new car,1,none,bank,3,bad
828,4165,36,male,single,FALSE,skilled,1<=X<4,<100,own,2,car,2,none,yes,no checking,18,no credits/all paid,business,2,none,stores,2,bad
829,8335,47,male,single,FALSE,skilled,>=7,no known savings,for free,4,no known property,1,none,yes,<0,36,existing paid,used car,3,none,none,1,bad
830,6681,38,male,single,TRUE,skilled,1<=X<4,no known savings,for free,4,no known property,2,yes,yes,0<=X<200,48,delayed previously,business,4,none,none,1,good
831,2375,44,male,single,TRUE,skilled,1<=X<4,500<=X<1000,own,2,car,2,yes,yes,no checking,24,delayed previously,business,4,none,none,2,good
832,1216,23,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,3,car,1,yes,yes,<0,18,existing paid,new car,4,none,none,1,bad
833,11816,29,male,single,FALSE,skilled,>=7,<100,rent,4,car,1,none,yes,<0,45,no credits/all paid,business,2,none,none,2,bad
834,5084,42,female,div/sep/mar/wid,FALSE,skilled,>=7,no known savings,own,4,car,1,yes,yes,0<=X<200,24,existing paid,radio/tv,2,none,none,1,good
835,2327,25,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,own,3,real estate,1,none,yes,>=200,15,existing paid,radio/tv,2,none,none,1,bad
836,1082,48,male,single,FALSE,skilled,1<=X<4,<100,own,4,car,1,none,yes,<0,12,no credits/all paid,new car,4,none,bank,2,bad
837,886,21,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,2,car,1,none,yes,no checking,12,existing paid,radio/tv,4,none,none,1,good
838,601,23,female,div/sep/mar/wid,FALSE,unskilled resident,<1,<100,rent,3,real estate,2,none,yes,no checking,4,existing paid,furniture/equipment,1,none,none,1,good
839,2957,63,male,single,TRUE,skilled,>=7,<100,own,4,life insurance,1,yes,yes,<0,24,critical/other existing credit,used car,4,none,none,2,good
840,2611,46,male,div/sep/mar/wid,TRUE,skilled,>=7,<100,own,3,real estate,1,none,yes,no checking,24,critical/other existing credit,radio/tv,4,co applicant,none,2,good
841,5179,29,male,single,FALSE,skilled,4<=X<7,<100,own,2,life insurance,1,none,yes,<0,36,existing paid,furniture/equipment,4,none,none,1,bad
842,2993,28,male,single,TRUE,unskilled resident,1<=X<4,<100,own,2,real estate,1,none,yes,no checking,21,delayed previously,used car,3,none,stores,2,good
843,1943,23,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,4,real estate,1,none,yes,no checking,18,existing paid,repairs,4,none,none,1,bad
844,1559,50,male,single,FALSE,skilled,4<=X<7,<100,own,4,car,1,yes,yes,no checking,24,all paid,business,4,none,bank,1,good
845,3422,47,male,single,FALSE,skilled,>=7,<100,own,4,life insurance,2,yes,yes,no checking,18,existing paid,furniture/equipment,4,none,bank,3,good
846,3976,35,male,single,FALSE,skilled,4<=X<7,no known savings,own,3,car,1,yes,yes,0<=X<200,21,existing paid,furniture/equipment,2,none,none,1,good
847,6761,68,male,single,FALSE,skilled,1<=X<4,no known savings,rent,4,car,1,none,yes,no checking,18,existing paid,new car,2,none,none,2,bad
848,1249,28,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,2,real estate,1,none,yes,no checking,24,existing paid,new car,4,none,none,1,good
849,1364,59,male,single,FALSE,skilled,4<=X<7,<100,own,4,real estate,1,none,yes,<0,9,existing paid,radio/tv,3,none,none,1,good
850,709,57,male,single,FALSE,unskilled resident,>=7,<100,own,4,real estate,1,none,yes,<0,12,existing paid,radio/tv,4,none,stores,1,bad
851,2235,33,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,rent,2,life insurance,1,none,no,<0,20,critical/other existing credit,new car,4,guarantor,bank,2,bad
852,4042,43,male,single,TRUE,skilled,4<=X<7,no known savings,own,4,life insurance,1,yes,yes,no checking,24,critical/other existing credit,used car,3,none,none,2,good
853,1471,35,male,single,TRUE,skilled,1<=X<4,<100,for free,4,no known property,1,yes,yes,no checking,15,critical/other existing credit,radio/tv,4,none,none,2,good
854,1442,32,male,single,FALSE,unskilled resident,4<=X<7,<100,for free,4,no known property,2,none,yes,<0,18,all paid,new car,4,none,none,2,bad
855,10875,45,male,single,TRUE,skilled,>=7,<100,own,2,car,2,yes,yes,no checking,36,delayed previously,new car,2,none,none,2,good
856,1474,33,male,div/sep/mar/wid,FALSE,skilled,<1,100<=X<500,own,3,real estate,1,yes,yes,no checking,24,existing paid,new car,4,none,none,1,good
857,894,40,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,no known savings,own,3,life insurance,1,yes,yes,no checking,10,existing paid,retraining,4,none,none,1,good
858,3343,28,male,single,TRUE,skilled,1<=X<4,<100,for free,2,no known property,1,yes,yes,no checking,15,critical/other existing credit,furniture/equipment,4,none,none,1,good
859,3959,29,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,life insurance,1,yes,yes,<0,15,existing paid,new car,3,none,none,1,bad
860,3577,26,male,single,FALSE,skilled,1<=X<4,100<=X<500,rent,2,real estate,2,none,no,no checking,9,existing paid,new car,1,guarantor,none,1,good
861,5804,27,male,single,TRUE,skilled,1<=X<4,>=1000,own,2,real estate,1,none,yes,no checking,24,critical/other existing credit,used car,4,none,none,2,good
862,2169,28,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,car,1,yes,yes,no checking,18,delayed previously,business,4,none,none,1,bad
863,2439,35,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,4,real estate,1,yes,yes,<0,24,existing paid,radio/tv,4,none,none,1,bad
864,4526,32,male,single,TRUE,unskilled resident,<1,>=1000,own,2,real estate,2,yes,yes,no checking,27,critical/other existing credit,furniture/equipment,4,none,stores,2,good
865,2210,25,male,single,FALSE,unskilled resident,1<=X<4,<100,rent,2,real estate,1,none,yes,no checking,10,existing paid,furniture/equipment,2,none,bank,1,bad
866,2221,20,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,500<=X<1000,rent,4,car,1,none,yes,no checking,15,existing paid,furniture/equipment,2,none,none,1,good
867,2389,27,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,car,1,none,yes,<0,18,existing paid,radio/tv,4,none,stores,1,good
868,3331,42,male,single,TRUE,skilled,>=7,<100,own,4,life insurance,1,none,yes,no checking,12,critical/other existing credit,furniture/equipment,2,none,stores,1,good
869,7409,37,male,single,FALSE,skilled,>=7,no known savings,own,2,life insurance,1,none,yes,no checking,36,existing paid,business,3,none,none,2,good
870,652,24,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,rent,4,life insurance,1,none,yes,<0,12,existing paid,furniture/equipment,4,none,none,1,good
871,7678,40,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,500<=X<1000,own,4,car,1,yes,yes,no checking,36,delayed previously,furniture/equipment,2,none,none,2,good
872,1343,46,male,single,TRUE,skilled,>=7,<100,own,4,real estate,2,none,no,>=200,6,critical/other existing credit,new car,1,none,none,2,good
